time,NaOH,CaCl2,DHA,formaldehyde,glycolaldehyde,erythrulose,lyxose
59814.0,37.15834169675803,14.646379835233024,15.000000000000105,60.00000000000041,15.000000000000105,14.999999999999998,14.999999999999998
59815.0,36.89505677618432,14.734717711038735,15.000000000000105,60.00000000000041,15.000000000000105,14.999999999999998,14.999999999999998
59816.0,36.633965896615386,14.822319437879402,15.000000000000105,60.00000000000041,15.000000000000105,14.999999999999998,14.999999999999998
59817.0,36.3750507743762,14.909191150329727,15.000000000000105,60.00000000000041,15.000000000000105,14.999999999999998,14.999999999999998
59818.0,36.11829327815567,14.99533893184297,15.000000000000105,60.00000000000041,15.000000000000105,14.999999999999998,14.999999999999998
59819.0,35.86367542773698,15.080768815176931,15.000000000000105,60.00000000000041,15.000000000000105,14.999999999999998,14.999999999999998
59820.0,35.61117939273844,15.165486782816448,15.000000000000105,60.00000000000041,15.000000000000105,14.999999999999998,14.999999999999998
59821.0,35.360787491364896,15.249498767392298,15.000000000000105,60.00000000000041,15.000000000000105,14.999999999999998,14.999999999999998
59822.0,35.11248218916946,15.332810652096684,15.000000000000105,60.00000000000041,15.000000000000105,14.999999999999998,14.999999999999998
59823.0,34.86624609782565,15.4154282710952,15.000000000000105,60.00000000000041,15.000000000000105,14.999999999999998,14.999999999999998
59824.0,34.62206197390971,15.497357409935397,15.000000000000105,60.00000000000041,15.000000000000105,14.999999999999998,14.999999999999998
59825.0,34.37991271769307,15.57860380595192,15.000000000000105,60.00000000000041,15.000000000000105,14.999999999999998,14.999999999999998
59826.0,34.13978137194489,15.65917314866831,15.000000000000105,60.00000000000041,15.000000000000105,14.999999999999998,14.999999999999998
